osan_id,paakohde_tyyppi_id,paatyyppi,alakohde_tyyppi_id,alatyyppi,materiaali_id,materiaali,rakenteellinen_kunnossapito,talvikunnossapito,tkp_kiireellisyys_lk,viher_hoitoluokkka_id,laatutaso_id,yllapidon_taso,yllapidon_taso_selite,puhtaanapito,puhtaanapito_vyohyke,aluetieto,alueen_nimi,alueen_kayttotarkoitus,viheralueen_id,viheralueen_nro,katualueen_id,katualueen_nro,kadunpitopaatos_pvm,osan_nro,osan_pituus,osan_leveys,osan_pinta_ala,paivitetty_pvm,datanomistaja,paivitetty_tietopalveluun,fid,x,y
304361,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Maunulanpuisto,Asemakaavoitettu viheralue,73801,3371,,,,109,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107589,25496123.7449,6679869.869
304369,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Maunulanpuisto,Asemakaavoitettu viheralue,73801,3371,,,,117,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107597,25496079.932,6679910.5148
304383,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Maunulanpuisto,Asemakaavoitettu viheralue,73801,3371,,,,131,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107608,25496021.3198,6679959.8167
304388,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Maunulanpuisto,Asemakaavoitettu viheralue,73801,3371,,,,136,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107611,25496025.7163,6679720.3375
304403,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Maunulanpuisto,Asemakaavoitettu viheralue,73801,3371,,,,151,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107620,25496046.8626,6679734.6967
304429,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,111,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107643,25496039.1068,6679804.2402
304430,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,112,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107644,25496074.6286,6679855.0614
304432,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,114,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107646,25496044.4099,6679764.6636
304443,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,125,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107656,25496102.1007,6679827.1769
304445,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,127,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107658,25496054.5047,6679793.9727
304467,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,149,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107680,25496023.6389,6679777.1133
304473,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,155,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107686,25496049.1204,6679754.8027
304480,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,162,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107692,25496015.6008,6679794.4491
304496,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Maunula,Leikkipuisto,73821,3372,,,,178,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107705,25496069.6737,6679787.5488
304526,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,3,Katu,Pakilantie,Kokoojakatu alueellinen,,,200,144,1966-11-03,218,0,0,0,2018-06-08,Helsinki/YLRE,2022-01-21,107733,25496207.9343,6680092.968
304530,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,3,Katu,Pakilantie,Kokoojakatu alueellinen,,,200,144,1966-11-03,222,0,0,0,2018-06-13,Helsinki/YLRE,2022-01-21,107737,25496339.1611,6679866.6063
304531,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,EI PV,Katu,Pakilantie,Kokoojakatu alueellinen,,,200,144,1966-11-03,223,0,0,0,2018-06-13,Helsinki/YLRE,2022-01-21,107738,25496347.5833,6679901.4112
304542,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,3,Katu,Pakilantie,Kokoojakatu alueellinen,,,200,144,1966-11-03,234,0,0,0,2018-06-13,Helsinki/YLRE,2022-01-21,107747,25496333.4484,6679872.1123
304544,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,3,Katu,Pakilantie,Kokoojakatu alueellinen,,,200,144,1966-11-03,236,0,0,0,2018-06-13,Helsinki/YLRE,2022-01-21,107749,25496545.0674,6679709.2122
304571,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,LAMPUODIN PUISTO,Asemakaavoitettu viheralue,246821,10825,,,,14,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107773,25496118.7764,6680100.578
304577,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,LAMPUODIN PUISTO,Asemakaavoitettu viheralue,246821,10825,,,,2,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107778,25496126.2587,6680120.5565
304582,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,LAMPUODIN PUISTO,Asemakaavoitettu viheralue,246821,10825,,,,6,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107783,25496155.3399,6680127.6207
304623,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Metsäpurontie,Kokoojakatu tai -tie,,,114,65,1973-11-03,140,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,107824,25495940.9458,6679496.379
304639,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Metsäpurontie,Kokoojakatu tai -tie,,,114,65,1973-11-03,156,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,107840,25496069.4251,6679688.3434
304645,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Metsäpurontie,Kokoojakatu tai -tie,,,114,65,1973-11-03,162,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,107844,25495787.5906,6679554.5181
304647,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Metsäpurontie,Kokoojakatu tai -tie,,,114,65,1973-11-03,164,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,107846,25495886.8599,6679490.4758
304738,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,73781,3370,,,,101,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107928,25495876.1338,6679585.3647
304740,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,73781,3370,,,,103,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107930,25495881.3249,6679555.9047
304744,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,73781,3370,,,,107,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107934,25495858.3235,6679841.632
304746,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,101,,C1,Lähimetsä,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,199601,8942,,,,1,0,0,0,2014-08-19,Helsinki/YLRE,2022-01-21,107936,25495948.6734,6679660.9626
304752,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,73781,3370,,,,115,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107941,25495896.9783,6679509.9151
304755,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,73781,3370,,,,118,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107944,25495725.7934,6679779.4891
304756,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,KUUSIKKOPUISTO,Asemakaavoitettu viheralue,73781,3370,,,,119,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,107945,25495860.9636,6679528.9011
304904,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Männikkötie,Kokoojakatu tai -tie,,,190,134,2007-08-16,127,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108082,25495916.8173,6679463.8331
304915,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Männikkötie,Kokoojakatu tai -tie,,,190,134,2007-08-16,138,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108093,25495931.3918,6679446.7553
304919,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Männikkötie,Kokoojakatu tai -tie,,,190,134,2007-08-16,142,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108097,25496150.4654,6679176.6382
304984,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,3,Katu,Pakilantie,Kokoojakatu alueellinen,,,10563,6572,2006-06-08,107,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108149,25496604.3603,6679707.5212
305000,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1777,"Syväkeräyssäiliö, 500 litraa, molok city-kita",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,,75,KC3,Suojakatumetsikkö,Kaupunkiympäristö Pohj,3,Katu,Tuusulanväylä,Moottoriväylä,,,10564,6573,,111,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108165,25496673.7985,6679636.9203
305014,32,Kalusteet ja leikkivälineet,383,Jäteastiat,2217,Syväkeräyssäiliö,Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,SUURSUONPUISTO,Asemakaavoitettu viheralue,74041,3383,,,,249,0,0,0,2017-02-23,Helsinki/YLRE,2022-01-21,108175,25496588.1649,6680252.8374
305027,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Kiinteistö / Yksityinen,Ei talvikunnossapitoa,,161,,H1,"Hoitoluokittamaton, ei hoitoa",Ei toimenpiteitä,3,Viher,SUURSUONPUISTO,Asemakaavoitettu viheralue,74041,3383,,,,252,0,0,0,2013-10-25,Helsinki/YLRE,2022-01-21,108184,25496680.0782,6680254.0886
305029,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1777,"Syväkeräyssäiliö, 500 litraa, molok city-kita",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,141,,C3,Suojametsä,Ei toimenpiteitä,3,Viher,SUURSUONPUISTO,Asemakaavoitettu viheralue,74041,3383,,,,123,0,0,0,2011-05-05,Helsinki/YLRE,2022-01-21,108185,25496915.5532,6680218.1766
305158,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Suursuonlaita,Asuntokatu,,,204,148,1964-02-11,109,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108220,25496351.7866,6680195.0593
305218,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,1,I,Pääkadut ja erittäin vilkkaat klv:t,Kaupunkiympäristö Pohj,3,Katu,Pakilantie,Kokoojakatu alueellinen,,,13035,8005,2006-06-08,100,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108268,25496793.8292,6679667.8116
305289,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,41,,A3,Käyttö- ja suojaviheralue,Ei toimenpiteitä,3,Viher,MAUNULAN KENTTÄ,Asemakaavoitettu viheralue,73741,3368,,,,104,0,0,0,2011-05-06,Helsinki/YLRE,2022-01-21,108338,25496241.2632,6679472.8487
305323,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,MÄNNIKKÖPUISTO,Asemakaavoitettu viheralue,73721,3367,,,,108,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,108366,25495981.8869,6679467.1599
305386,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,SUONOTKONPUISTO,Asemakaavoitettu viheralue,74221,3392,,,,100,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,108411,25496543.7399,6679890.0724
305389,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,SUONOTKONPUISTO,Asemakaavoitettu viheralue,74221,3392,,,,103,0,0,0,2016-08-19,Helsinki/YLRE,2022-01-21,108412,25496458.7336,6679886.3086
305433,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,TÖYRYPUISTO,Asemakaavoitettu viheralue,73501,3356,,,,104,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,108455,25495920.5431,6679205.8845
305456,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Lampuotilanpuisto,Asemakaavoitettu viheralue,73881,3375,,,,101,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,108472,25495786.1404,6680013.5084
305654,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Yhdyskunnantie,Kokoojakatu alueellinen,,,353,289,1970-03-03,102,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108612,25497689.0992,6681773.5492
305687,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Yhdyskunnantie,Kokoojakatu alueellinen,,,353,289,1970-03-03,135,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108645,25497678.02,6681781.8489
305691,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1643,"HKR - roska-astia, 30 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Yhdyskunnantie,Kokoojakatu alueellinen,,,353,289,1970-03-03,139,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,108649,25497687.6217,6681430.2274
305931,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Liikunta,Ei talvikunnossapitoa,,161,,H1,"Hoitoluokittamaton, ei hoitoa",Ei toimenpiteitä,5,Viher,PAKILAN UIMARANTA,Muu toimiluokka,80801,3698,,,,102,0,0,0,2013-08-06,Helsinki/YLRE,2022-01-21,108874,25498461.6595,6681491.5811
306126,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Siirtolapuutarha yhdistys,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,PAKILAN SIIRTOLAPUUTARHA,Siirtolapuutarha,80901,3703,,,,255,0,0,0,2011-08-26,Helsinki/YLRE,2022-01-21,109065,25498220.2379,6681807.4187
306129,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Siirtolapuutarha yhdistys,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,PAKILAN SIIRTOLAPUUTARHA,Siirtolapuutarha,80901,3703,,,,258,0,0,0,2011-08-26,Helsinki/YLRE,2022-01-21,109067,25498222.231,6681806.4691
306154,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Siirtolapuutarha yhdistys,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,PAKILAN SIIRTOLAPUUTARHA,Siirtolapuutarha,80901,3703,,,,283,0,0,0,2011-08-26,Helsinki/YLRE,2022-01-21,109089,25498223.1282,6681806.2686
306161,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Siirtolapuutarha yhdistys,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,PAKILAN SIIRTOLAPUUTARHA,Siirtolapuutarha,80901,3703,,,,290,0,0,0,2011-08-26,Helsinki/YLRE,2022-01-21,109094,25498225.0218,6681805.5185
306165,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Siirtolapuutarha yhdistys,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,PAKILAN SIIRTOLAPUUTARHA,Siirtolapuutarha,80901,3703,,,,294,0,0,0,2011-08-26,Helsinki/YLRE,2022-01-21,109098,25498224.0751,6681806.0182
306246,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1658,Keräysastia - Muu,Siirtolapuutarha yhdistys,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,PAKILAN SIIRTOLAPUUTARHA,Siirtolapuutarha,80901,3703,,,,375,0,0,0,2011-08-26,Helsinki/YLRE,2022-01-21,109177,25498221.1348,6681806.969
306789,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Kaupunkiympäristö Pohj,,,2,II,Kokoojakadut ja vilkasliikenteiset klv:t,Kaupunkiympäristö Pohj,3,Katu,Yhdyskunnantie,Kokoojakatu alueellinen,,,320,263,1966-11-24,111,0,0,0,2015-12-04,Helsinki/YLRE,2022-01-21,109712,25497750.6529,6681055.9594
306915,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Etupelto,Leikkipuisto,80561,3686,,,,136,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,109831,25497775.6504,6681125.4511
306916,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,Leikkipuisto Etupelto,Leikkipuisto,80561,3686,,,,137,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,109832,25497811.115,6681119.0159
306938,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,ETUPELLONPUISTO,Asemakaavoitettu viheralue,80541,3685,,,,100,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,109853,25497783.0686,6681100.1548
306963,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,3,Viher,ETUPELLONPUISTO,Asemakaavoitettu viheralue,80541,3685,,,,125,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,109874,25497839.5636,6681154.4565
307046,32,Kalusteet ja leikkivälineet,383,Jäteastiat,1644,"HKR - roska-astia, 60 litraa",Kaupunkiympäristö Pohj,Ei talvikunnossapitoa,,21,,A2,Käyttöviheralue,Ei toimenpiteitä,5,Viher,KLAUKKALANPUISTO,Asemakaavoitettu viheralue,80661,3691,,,,125,0,0,0,2008-03-04,Helsinki/YLRE,2022-01-21,109937,25497969.9055,6681417.1535
